,number_of_incidents,code,year,month
8164,1,10a,2009,10
8165,3,10a,2009,11
8166,1,10a,2009,12
8167,7,10a,2010,01
8168,2,10a,2010,03
8169,2,10a,2010,04
8170,2,10a,2010,05
8171,3,10a,2010,06
8172,3,10a,2010,07
8173,1,10a,2010,08
8174,1,10a,2010,10
8175,1,10a,2010,12
8176,2,10a,2011,01
8177,5,10a,2011,02
8178,1,10a,2011,03
8179,3,10a,2011,04
8180,1,10a,2011,06
8181,2,10a,2011,07
8182,1,10a,2011,08
8183,4,10a,2011,09
8184,3,10a,2011,10
8185,1,10a,2011,12
8186,1,10a,2012,01
8187,3,10a,2012,02
8188,2,10a,2012,03
8189,6,10a,2012,04
8190,8,10a,2012,05
8191,6,10a,2012,06
8192,12,10a,2012,07
8193,7,10a,2012,08
8194,1,10a,2012,09
8195,2,10a,2012,10
8196,6,10a,2012,11
8197,5,10a,2012,12
8198,6,10a,2013,01
8199,5,10a,2013,02
8200,17,10a,2013,03
8201,6,10a,2013,04
8202,8,10a,2013,05
8203,18,10a,2013,06
8204,14,10a,2013,07
8205,13,10a,2013,08
8206,17,10a,2013,09
8207,18,10a,2013,10
8208,13,10a,2013,11
8209,16,10a,2013,12
8210,6,10a,2014,01
8211,14,10a,2014,02
8212,14,10a,2014,03
8213,24,10a,2014,04
8214,8,10a,2014,05
8215,16,10a,2014,06
8216,11,10a,2014,07
8217,8,10a,2014,08
8218,10,10a,2014,09
8219,15,10a,2014,10
8220,14,10a,2014,11
8221,14,10a,2014,12
8222,21,10a,2015,01
8223,11,10a,2015,02
8224,6,10a,2015,03
8225,25,10a,2015,04
8226,13,10a,2015,05
8227,7,10a,2015,06
8228,16,10a,2015,07
8229,11,10a,2015,08
8230,15,10a,2015,09
8231,19,10a,2015,10
8232,16,10a,2015,11
8233,14,10a,2015,12
8234,9,10a,2016,01
8235,10,10a,2016,02
8236,10,10a,2016,03
8237,9,10a,2016,04
8238,21,10a,2016,05
8239,13,10a,2016,06
8240,3,10a,2016,07
8241,10,10a,2016,08
8242,10,10a,2016,09
8243,19,10a,2016,10
8244,23,10a,2016,11
8245,8,10a,2016,12
8246,9,10a,2017,01
8247,4,10a,2017,02
8248,1,10b,2006,03
8249,1,10b,2006,06
8250,2,10b,2006,07
8251,1,10b,2006,08
8252,1,10b,2006,10
8253,2,10b,2006,11
8254,1,10b,2006,12
8255,1,10b,2007,01
8256,1,10b,2007,07
8257,1,10b,2007,10
8258,1,10b,2007,12
8259,1,10b,2008,01
8260,1,10b,2008,03
8261,2,10b,2008,05
8262,2,10b,2008,06
8263,1,10b,2008,07
8264,1,10b,2008,11
8265,1,10b,2009,06
8266,1,10b,2009,08
8267,1,10b,2009,09
8268,1,10b,2009,11
8269,2,10b,2010,06
8270,1,10b,2010,07
8271,2,10b,2010,08
8272,1,10b,2011,01
8273,1,10b,2011,04
8274,1,10b,2011,06
8275,2,10b,2011,08
8276,1,10b,2011,09
8277,1,10b,2011,11
8278,1,10b,2012,01
8279,3,10b,2012,03
8280,1,10b,2012,05
8281,1,10b,2012,06
8282,1,10b,2012,08
8283,1,10b,2012,10
8284,1,10b,2012,11
8285,1,10b,2013,01
8286,1,10b,2013,02
8287,1,10b,2013,04
8288,1,10b,2013,07
8289,2,10b,2013,09
8290,7,10b,2013,10
8291,4,10b,2013,11
8292,2,10b,2013,12
8293,1,10b,2014,01
8294,3,10b,2014,02
8295,1,10b,2014,03
8296,3,10b,2014,04
8297,1,10b,2014,06
8298,1,10b,2014,07
8299,1,10b,2014,08
8300,3,10b,2014,10
8301,2,10b,2014,11
8302,5,10b,2015,02
8303,1,10b,2015,03
8304,3,10b,2015,07
8305,1,10b,2015,08
8306,3,10b,2015,10
8307,1,10b,2015,11
8308,1,10b,2015,12
8309,1,10b,2016,04
8310,1,10b,2016,07
8311,1,10b,2017,02
8312,1,10c,2005,04
8313,1,10c,2005,05
8314,2,10c,2005,06
8315,1,10c,2005,08
8316,2,10c,2005,09
8317,1,10c,2005,10
8318,2,10c,2005,12
8319,1,10c,2006,02
8320,3,10c,2006,03
8321,1,10c,2006,05
8322,3,10c,2006,07
8323,1,10c,2006,08
8324,2,10c,2006,09
8325,2,10c,2006,10
8326,1,10c,2006,11
8327,1,10c,2007,02
8328,2,10c,2007,03
8329,2,10c,2007,04
8330,2,10c,2007,05
8331,1,10c,2007,07
8332,2,10c,2007,08
8333,1,10c,2007,09
8334,3,10c,2007,11
8335,3,10c,2007,12
8336,5,10c,2008,01
8337,2,10c,2008,02
8338,3,10c,2008,03
8339,6,10c,2008,04
8340,1,10c,2008,05
8341,2,10c,2008,07
8342,3,10c,2008,08
8343,2,10c,2008,09
8344,4,10c,2008,12
8345,3,10c,2009,01
8346,5,10c,2009,02
8347,3,10c,2009,03
8348,1,10c,2009,04
8349,1,10c,2009,05
8350,4,10c,2009,06
8351,1,10c,2009,08
8352,3,10c,2009,09
8353,3,10c,2009,12
8354,1,10c,2010,01
8355,2,10c,2010,02
8356,1,10c,2010,03
8357,1,10c,2010,04
8358,2,10c,2010,06
8359,2,10c,2011,03
8360,1,10c,2011,04
8361,5,10c,2011,06
8362,4,10c,2011,07
8363,2,10c,2011,08
8364,3,10c,2011,09
8365,3,10c,2011,10
8366,2,10c,2012,02
8367,3,10c,2012,03
8368,2,10c,2012,04
8369,3,10c,2012,06
8370,1,10c,2012,07
8371,3,10c,2012,08
8372,4,10c,2012,09
8373,2,10c,2012,10
8374,2,10c,2012,11
8375,2,10c,2013,01
8376,1,10c,2013,02
8377,5,10c,2013,03
8378,3,10c,2013,04
8379,6,10c,2013,05
8380,8,10c,2013,06
8381,5,10c,2013,07
8382,2,10c,2013,08
8383,9,10c,2013,09
8384,4,10c,2013,10
8385,3,10c,2013,11
8386,3,10c,2013,12
8387,2,10c,2014,01
8388,5,10c,2014,02
8389,2,10c,2014,04
8390,1,10c,2014,05
8391,4,10c,2014,06
8392,3,10c,2014,07
8393,3,10c,2014,08
8394,1,10c,2014,09
8395,4,10c,2014,10
8396,3,10c,2014,11
8397,5,10c,2014,12
8398,2,10c,2015,01
8399,1,10c,2015,03
8400,2,10c,2015,04
8401,6,10c,2015,05
8402,1,10c,2015,06
8403,4,10c,2015,07
8404,5,10c,2015,08
8405,3,10c,2015,09
8406,5,10c,2015,10
8407,3,10c,2015,11
8408,2,10c,2015,12
8409,7,10c,2016,01
8410,1,10c,2016,02
8411,6,10c,2016,03
8412,1,10c,2016,04
8413,3,10c,2016,05
8414,2,10c,2016,06
8415,3,10c,2016,07
8416,10,10c,2016,08
8417,3,10c,2016,09
8418,7,10c,2016,10
8419,3,10c,2016,11
8420,3,10c,2016,12
8421,2,10c,2017,01
8422,2,10d,2005,04
8423,3,10d,2005,05
8424,1,10d,2005,06
8425,7,10d,2005,07
8426,3,10d,2005,08
8427,1,10d,2005,09
8428,1,10d,2005,10
8429,2,10d,2005,11
8430,2,10d,2005,12
8431,4,10d,2006,01
8432,2,10d,2006,02
8433,5,10d,2006,03
8434,3,10d,2006,04
8435,1,10d,2006,05
8436,1,10d,2006,06
8437,3,10d,2006,07
8438,6,10d,2006,08
8439,3,10d,2006,09
8440,2,10d,2006,10
8441,2,10d,2006,11
8442,1,10d,2006,12
8443,2,10d,2007,01
8444,1,10d,2007,02
8445,2,10d,2007,04
8446,2,10d,2007,05
8447,8,10d,2007,06
8448,4,10d,2007,07
8449,4,10d,2007,09
8450,5,10d,2007,12
8451,2,10d,2008,01
8452,2,10d,2008,02
8453,2,10d,2008,03
8454,4,10d,2008,04
8455,5,10d,2008,05
8456,2,10d,2008,06
8457,5,10d,2008,07
8458,7,10d,2008,08
8459,3,10d,2008,09
8460,1,10d,2008,10
8461,4,10d,2008,11
8462,3,10d,2009,01
8463,4,10d,2009,02
8464,5,10d,2009,03
8465,2,10d,2009,04
8466,3,10d,2009,05
8467,2,10d,2009,06
8468,1,10d,2009,07
8469,7,10d,2009,08
8470,2,10d,2009,09
8471,3,10d,2009,10
8472,4,10d,2009,11
8473,7,10d,2009,12
8474,1,10d,2010,01
8475,3,10d,2010,03
8476,4,10d,2010,04
8477,6,10d,2010,05
8478,3,10d,2010,06
8479,3,10d,2010,07
8480,1,10d,2010,08
8481,1,10d,2010,09
8482,2,10d,2010,10
8483,3,10d,2010,11
8484,2,10d,2010,12
8485,1,10d,2011,01
8486,5,10d,2011,02
8487,1,10d,2011,03
8488,3,10d,2011,05
8489,4,10d,2011,06
8490,2,10d,2011,07
8491,1,10d,2011,08
8492,4,10d,2011,09
8493,1,10d,2011,10
8494,1,10d,2011,11
8495,1,10d,2011,12
8496,3,10d,2012,01
8497,1,10d,2012,02
8498,1,10d,2012,04
8499,2,10d,2012,05
8500,3,10d,2012,06
8501,3,10d,2012,07
8502,2,10d,2012,08
8503,2,10d,2012,09
8504,3,10d,2012,10
8505,1,10d,2012,11
8506,7,10d,2012,12
8507,6,10d,2013,01
8508,3,10d,2013,02
8509,4,10d,2013,03
8510,2,10d,2013,04
8511,2,10d,2013,05
8512,16,10d,2013,06
8513,25,10d,2013,07
8514,14,10d,2013,08
8515,18,10d,2013,09
8516,25,10d,2013,10
8517,12,10d,2013,11
8518,9,10d,2013,12
8519,10,10d,2014,01
8520,6,10d,2014,02
8521,12,10d,2014,03
8522,14,10d,2014,04
8523,15,10d,2014,05
8524,9,10d,2014,06
8525,13,10d,2014,07
8526,19,10d,2014,08
8527,7,10d,2014,09
8528,5,10d,2014,10
8529,16,10d,2014,11
8530,4,10d,2014,12
8531,5,10d,2015,01
8532,4,10d,2015,02
8533,12,10d,2015,03
8534,17,10d,2015,04
8535,12,10d,2015,05
8536,11,10d,2015,06
8537,13,10d,2015,07
8538,4,10d,2015,08
8539,13,10d,2015,09
8540,5,10d,2015,10
8541,1,10d,2015,11
8542,4,10d,2015,12
8543,10,10d,2016,01
8544,5,10d,2016,02
8545,15,10d,2016,03
8546,6,10d,2016,04
8547,4,10d,2016,05
8548,8,10d,2016,06
8549,13,10d,2016,07
8550,7,10d,2016,08
8551,11,10d,2016,09
8552,14,10d,2016,10
8553,11,10d,2016,11
8554,3,10d,2016,12
8555,13,10d,2017,01
8556,5,10d,2017,02
8557,1,10e,2005,05
8558,1,10e,2005,06
8559,1,10e,2005,07
8560,2,10e,2005,08
8561,2,10e,2005,09
8562,2,10e,2005,10
8563,1,10e,2005,11
8564,1,10e,2005,12
8565,1,10e,2006,01
8566,1,10e,2006,03
8567,2,10e,2006,04
8568,3,10e,2006,05
8569,1,10e,2006,06
8570,3,10e,2006,07
8571,2,10e,2006,08
8572,3,10e,2006,09
8573,1,10e,2006,10
8574,1,10e,2006,12
8575,3,10e,2007,02
8576,3,10e,2007,05
8577,6,10e,2007,06
8578,1,10e,2007,07
8579,3,10e,2007,08
8580,2,10e,2007,10
8581,2,10e,2007,11
8582,1,10e,2008,01
8583,1,10e,2008,03
8584,1,10e,2008,04
8585,3,10e,2008,05
8586,1,10e,2008,06
8587,3,10e,2008,07
8588,1,10e,2008,08
8589,2,10e,2008,10
8590,3,10e,2008,11
8591,2,10e,2008,12
8592,1,10e,2009,04
8593,2,10e,2009,06
8594,1,10e,2009,07
8595,2,10e,2009,08
8596,1,10e,2009,09
8597,1,10e,2009,12
8598,2,10e,2010,02
8599,2,10e,2010,04
8600,1,10e,2010,06
8601,1,10e,2010,10
8602,1,10e,2011,03
8603,2,10e,2011,05
8604,1,10e,2011,06
8605,2,10e,2011,07
8606,1,10e,2011,10
8607,1,10e,2012,03
8608,3,10e,2012,04
8609,1,10e,2012,05
8610,1,10e,2012,06
8611,3,10e,2012,08
8612,1,10e,2012,10
8613,2,10e,2012,11
8614,2,10e,2012,12
8615,4,10e,2013,01
8616,1,10e,2013,03
8617,1,10e,2013,04
8618,3,10e,2013,05
8619,4,10e,2013,06
8620,7,10e,2013,07
8621,7,10e,2013,08
8622,11,10e,2013,09
8623,6,10e,2013,10
8624,8,10e,2013,11
8625,8,10e,2013,12
8626,2,10e,2014,01
8627,1,10e,2014,02
8628,3,10e,2014,03
8629,3,10e,2014,04
8630,2,10e,2014,05
8631,2,10e,2014,06
8632,2,10e,2014,07
8633,8,10e,2014,09
8634,1,10e,2014,11
8635,2,10e,2014,12
8636,2,10e,2015,01
8637,2,10e,2015,02
8638,2,10e,2015,03
8639,2,10e,2015,04
8640,3,10e,2015,06
8641,1,10e,2015,07
8642,1,10e,2015,08
8643,1,10e,2015,09
8644,4,10e,2015,11
8645,1,10e,2016,02
8646,2,10e,2016,03
8647,3,10e,2016,04
8648,2,10e,2016,05
8649,3,10e,2016,06
8650,2,10e,2016,07
8651,4,10e,2016,08
8652,5,10e,2016,12
8653,4,10f,2005,04
8654,5,10f,2005,05
8655,4,10f,2005,06
8656,4,10f,2005,07
8657,6,10f,2005,09
8658,3,10f,2005,10
8659,6,10f,2005,11
8660,4,10f,2005,12
8661,2,10f,2006,01
8662,2,10f,2006,02
8663,1,10f,2006,03
8664,2,10f,2006,04
8665,6,10f,2006,05
8666,2,10f,2006,06
8667,1,10f,2006,07
8668,2,10f,2006,08
8669,7,10f,2006,09
8670,7,10f,2006,10
8671,4,10f,2006,11
8672,4,10f,2006,12
8673,4,10f,2007,01
8674,2,10f,2007,02
8675,1,10f,2007,03
8676,11,10f,2007,04
8677,5,10f,2007,05
8678,10,10f,2007,06
8679,2,10f,2007,07
8680,2,10f,2007,08
8681,6,10f,2007,09
8682,6,10f,2007,10
8683,7,10f,2007,11
8684,1,10f,2007,12
8685,2,10f,2008,01
8686,3,10f,2008,02
8687,5,10f,2008,03
8688,7,10f,2008,04
8689,3,10f,2008,05
8690,3,10f,2008,06
8691,7,10f,2008,07
8692,3,10f,2008,08
8693,4,10f,2008,09
8694,9,10f,2008,10
8695,1,10f,2008,11
8696,2,10f,2008,12
8697,6,10f,2009,01
8698,4,10f,2009,03
8699,4,10f,2009,05
8700,8,10f,2009,06
8701,2,10f,2009,07
8702,5,10f,2009,08
8703,4,10f,2009,09
8704,3,10f,2009,10
8705,3,10f,2009,11
8706,5,10f,2009,12
8707,5,10f,2010,01
8708,1,10f,2010,02
8709,7,10f,2010,03
8710,1,10f,2010,04
8711,3,10f,2010,05
8712,3,10f,2010,06
8713,3,10f,2010,07
8714,2,10f,2010,08
8715,5,10f,2010,09
8716,5,10f,2010,10
8717,12,10f,2010,11
8718,2,10f,2010,12
8719,2,10f,2011,01
8720,5,10f,2011,02
8721,1,10f,2011,03
8722,5,10f,2011,04
8723,4,10f,2011,05
8724,4,10f,2011,06
8725,4,10f,2011,07
8726,3,10f,2011,08
8727,5,10f,2011,09
8728,2,10f,2011,10
8729,1,10f,2011,11
8730,1,10f,2011,12
8731,1,10f,2012,02
8732,1,10f,2012,03
8733,3,10f,2012,04
8734,7,10f,2012,05
8735,6,10f,2012,06
8736,3,10f,2012,07
8737,13,10f,2012,08
8738,4,10f,2012,09
8739,7,10f,2012,10
8740,6,10f,2012,11
8741,6,10f,2012,12
8742,4,10f,2013,01
8743,4,10f,2013,02
8744,4,10f,2013,03
8745,8,10f,2013,04
8746,14,10f,2013,05
8747,18,10f,2013,06
8748,29,10f,2013,07
8749,36,10f,2013,08
8750,37,10f,2013,09
8751,47,10f,2013,10
8752,22,10f,2013,11
8753,40,10f,2013,12
8754,25,10f,2014,01
8755,29,10f,2014,02
8756,25,10f,2014,03
8757,33,10f,2014,04
8758,41,10f,2014,05
8759,29,10f,2014,06
8760,41,10f,2014,07
8761,26,10f,2014,08
8762,38,10f,2014,09
8763,31,10f,2014,10
8764,28,10f,2014,11
8765,70,10f,2014,12
8766,47,10f,2015,01
8767,13,10f,2015,02
8768,31,10f,2015,03
8769,28,10f,2015,04
8770,19,10f,2015,05
8771,29,10f,2015,06
8772,36,10f,2015,07
8773,25,10f,2015,08
8774,29,10f,2015,09
8775,25,10f,2015,10
8776,33,10f,2015,11
8777,29,10f,2015,12
8778,19,10f,2016,01
8779,24,10f,2016,02
8780,25,10f,2016,03
8781,14,10f,2016,04
8782,30,10f,2016,05
8783,35,10f,2016,06
8784,35,10f,2016,07
8785,25,10f,2016,08
8786,31,10f,2016,09
8787,30,10f,2016,10
8788,30,10f,2016,11
8789,13,10f,2016,12
8790,25,10f,2017,01
8791,15,10f,2017,02
8792,1,10g,2005,05
8793,1,10g,2005,07
8794,4,10g,2005,08
8795,1,10g,2005,09
8796,1,10g,2005,10
8797,2,10g,2005,12
8798,1,10g,2006,01
8799,1,10g,2006,02
8800,1,10g,2006,03
8801,1,10g,2006,05
8802,3,10g,2006,06
8803,1,10g,2006,08
8804,2,10g,2006,09
8805,6,10g,2006,10
8806,1,10g,2006,11
8807,1,10g,2006,12
8808,2,10g,2007,02
8809,2,10g,2007,03
8810,1,10g,2007,05
8811,2,10g,2007,06
8812,2,10g,2007,07
8813,1,10g,2007,08
8814,1,10g,2007,09
8815,1,10g,2007,11
8816,3,10g,2007,12
8817,1,10g,2008,01
8818,2,10g,2008,02
8819,3,10g,2008,03
8820,1,10g,2008,04
8821,1,10g,2008,09
8822,1,10g,2008,10
8823,1,10g,2009,01
8824,1,10g,2009,02
8825,1,10g,2009,06
8826,1,10g,2009,08
8827,1,10g,2009,10
8828,1,10g,2009,11
8829,2,10g,2009,12
8830,3,10g,2010,01
8831,1,10g,2010,07
8832,2,10g,2010,08
8833,1,10g,2010,09
8834,4,10g,2010,10
8835,2,10g,2010,11
8836,5,10g,2010,12
8837,6,10g,2011,01
8838,1,10g,2011,02
8839,1,10g,2011,04
8840,5,10g,2011,06
8841,3,10g,2011,07
8842,1,10g,2011,08
8843,2,10g,2011,09
8844,2,10g,2011,10
8845,1,10g,2011,11
8846,3,10g,2011,12
8847,3,10g,2012,01
8848,2,10g,2012,02
8849,4,10g,2012,03
8850,1,10g,2012,04
8851,6,10g,2012,05
8852,2,10g,2012,07
8853,3,10g,2012,08
8854,6,10g,2012,10
8855,4,10g,2012,12
8856,4,10g,2013,01
8857,2,10g,2013,02
8858,1,10g,2013,03
8859,4,10g,2013,04
8860,4,10g,2013,05
8861,12,10g,2013,06
8862,12,10g,2013,07
8863,7,10g,2013,08
8864,14,10g,2013,09
8865,18,10g,2013,10
8866,11,10g,2013,11
8867,21,10g,2013,12
8868,5,10g,2014,01
8869,9,10g,2014,02
8870,9,10g,2014,03
8871,8,10g,2014,04
8872,7,10g,2014,05
8873,8,10g,2014,06
8874,3,10g,2014,07
8875,13,10g,2014,09
8876,8,10g,2014,10
8877,4,10g,2014,11
8878,8,10g,2014,12
8879,5,10g,2015,01
8880,1,10g,2015,03
8881,9,10g,2015,04
8882,3,10g,2015,05
8883,8,10g,2015,06
8884,3,10g,2015,07
8885,4,10g,2015,08
8886,5,10g,2015,09
8887,1,10g,2015,10
8888,6,10g,2015,11
8889,4,10g,2015,12
8890,5,10g,2016,01
8891,3,10g,2016,02
8892,9,10g,2016,03
8893,5,10g,2016,04
8894,1,10g,2016,05
8895,9,10g,2016,06
8896,3,10g,2016,07
8897,6,10g,2016,08
8898,12,10g,2016,09
8899,4,10g,2016,10
8900,5,10g,2016,11
8901,2,10g,2016,12
8902,6,10g,2017,01
8903,4,10g,2017,02
8904,1,10h,2005,04
8905,1,10h,2005,05
8906,1,10h,2005,07
8907,1,10h,2005,09
8908,1,10h,2005,10
8909,1,10h,2005,11
8910,1,10h,2006,01
8911,1,10h,2006,07
8912,1,10h,2006,08
8913,1,10h,2006,10
8914,1,10h,2006,11
8915,1,10h,2007,01
8916,1,10h,2007,03
8917,1,10h,2007,04
8918,1,10h,2007,05
8919,1,10h,2007,07
8920,1,10h,2007,10
8921,1,10h,2008,02
8922,1,10h,2008,07
8923,1,10h,2008,09
8924,2,10h,2008,10
8925,1,10h,2009,02
8926,1,10h,2009,05
8927,1,10h,2009,07
8928,1,10h,2009,09
8929,1,10h,2009,10
8930,1,10h,2009,11
8931,1,10h,2009,12
8932,2,10h,2010,01
8933,1,10h,2010,04
8934,3,10h,2010,05
8935,1,10h,2010,07
8936,1,10h,2010,08
8937,2,10h,2010,10
8938,6,10h,2010,12
8939,1,10h,2011,03
8940,3,10h,2011,10
8941,1,10h,2012,01
8942,1,10h,2012,02
8943,2,10h,2012,04
8944,1,10h,2012,06
8945,2,10h,2012,07
8946,3,10h,2012,08
8947,1,10h,2012,09
8948,1,10h,2013,01
8949,1,10h,2013,02
8950,1,10h,2013,03
8951,1,10h,2013,05
8952,1,10h,2013,07
8953,4,10h,2013,08
8954,3,10h,2013,09
8955,6,10h,2013,10
8956,2,10h,2013,12
8957,4,10h,2014,01
8958,2,10h,2014,02
8959,2,10h,2014,04
8960,1,10h,2014,05
8961,2,10h,2014,06
8962,2,10h,2014,07
8963,1,10h,2014,08
8964,3,10h,2014,09
8965,2,10h,2014,10
8966,2,10h,2014,11
8967,1,10h,2015,01
8968,2,10h,2015,02
8969,3,10h,2015,03
8970,1,10h,2015,04
8971,4,10h,2015,05
8972,1,10h,2015,06
8973,3,10h,2015,07
8974,1,10h,2015,08
8975,4,10h,2015,09
8976,1,10h,2015,11
8977,4,10h,2016,02
8978,1,10h,2016,03
8979,2,10h,2016,04
8980,1,10h,2016,05
8981,1,10h,2016,06
8982,2,10h,2016,09
8983,3,10h,2016,10
8984,1,10h,2016,12
8985,10,10h,2017,01
8986,1,10h,2017,02
8987,3,11a,2005,05
8988,1,11a,2005,06
8989,1,11a,2005,08
8990,2,11a,2006,03
8991,1,11a,2006,05
8992,3,11a,2006,07
8993,1,11a,2006,08
8994,1,11a,2006,11
8995,1,11a,2007,01
8996,1,11a,2007,03
8997,2,11a,2007,06
8998,2,11a,2007,08
8999,1,11a,2007,09
9000,1,11a,2007,10
9001,1,11a,2007,11
9002,1,11a,2008,01
9003,1,11a,2008,03
9004,1,11a,2008,04
9005,1,11a,2008,05
9006,1,11a,2008,07
9007,2,11a,2008,08
9008,4,11a,2008,10
9009,2,11a,2008,12
9010,1,11a,2009,01
9011,1,11a,2009,02
9012,1,11a,2009,03
9013,1,11a,2009,04
9014,1,11a,2009,05
9015,4,11a,2009,06
9016,4,11a,2009,07
9017,1,11a,2009,09
9018,2,11a,2009,10
9019,1,11a,2009,11
9020,3,11a,2009,12
9021,1,11a,2010,02
9022,3,11a,2010,04
9023,2,11a,2010,06
9024,1,11a,2010,07
9025,2,11a,2010,08
9026,2,11a,2010,09
9027,4,11a,2010,10
9028,2,11a,2010,11
9029,2,11a,2011,01
9030,1,11a,2011,02
9031,2,11a,2011,03
9032,1,11a,2011,04
9033,1,11a,2011,05
9034,1,11a,2011,09
9035,1,11a,2011,10
9036,1,11a,2011,12
9037,2,11a,2012,01
9038,3,11a,2012,04
9039,1,11a,2012,05
9040,1,11a,2012,08
9041,3,11a,2012,10
9042,3,11a,2012,11
9043,2,11a,2012,12
9044,1,11a,2013,01
9045,1,11a,2013,04
9046,5,11a,2013,05
9047,3,11a,2013,06
9048,5,11a,2013,07
9049,3,11a,2013,08
9050,8,11a,2013,09
9051,8,11a,2013,10
9052,7,11a,2013,11
9053,4,11a,2013,12
9054,6,11a,2014,01
9055,5,11a,2014,02
9056,2,11a,2014,03
9057,2,11a,2014,04
9058,5,11a,2014,05
9059,6,11a,2014,06
9060,6,11a,2014,07
9061,7,11a,2014,08
9062,6,11a,2014,09
9063,2,11a,2014,10
9064,6,11a,2014,11
9065,7,11a,2014,12
9066,3,11a,2015,01
9067,1,11a,2015,02
9068,1,11a,2015,03
9069,2,11a,2015,05
9070,3,11a,2015,06
9071,3,11a,2015,07
9072,4,11a,2015,08
9073,5,11a,2015,09
9074,1,11a,2016,01
9075,2,11a,2016,03
9076,1,11a,2016,04
9077,3,11a,2016,05
9078,1,11a,2016,07
9079,2,11a,2016,10
9080,4,11a,2016,12
9081,1,11a,2017,02
9082,1,11c,2005,06
9083,2,11c,2005,08
9084,4,11c,2005,11
9085,1,11c,2006,06
9086,1,11c,2007,06
9087,1,11c,2007,07
9088,3,11c,2008,02
9089,1,11c,2008,04
9090,1,11c,2008,05
9091,1,11c,2008,08
9092,2,11c,2008,09
9093,1,11c,2009,07
9094,1,11c,2009,12
9095,1,11c,2010,04
9096,1,11c,2010,05
9097,1,11c,2010,06
9098,3,11c,2010,07
9099,2,11c,2010,10
9100,1,11c,2011,05
9101,1,11c,2011,06
9102,1,11c,2011,12
9103,1,11c,2012,02
9104,1,11c,2012,05
9105,1,11c,2012,07
9106,1,11c,2012,08
9107,1,11c,2012,09
9108,1,11c,2012,12
9109,2,11c,2013,04
9110,3,11c,2013,06
9111,4,11c,2013,07
9112,5,11c,2013,08
9113,2,11c,2013,09
9114,4,11c,2013,10
9115,2,11c,2013,11
9116,8,11c,2013,12
9117,2,11c,2014,01
9118,1,11c,2014,03
9119,1,11c,2014,06
9120,2,11c,2014,07
9121,1,11c,2014,08
9122,1,11c,2014,11
9123,2,11c,2015,01
9124,1,11c,2015,02
9125,2,11c,2015,05
9126,3,11c,2015,08
9127,2,11c,2015,09
9128,2,11c,2015,10
9129,1,11c,2015,11
9130,1,11c,2015,12
9131,2,11c,2016,01
9132,1,11c,2016,04
9133,2,11c,2016,05
9134,4,11c,2016,06
9135,1,11c,2016,07
9136,2,11c,2016,10
9137,1,11c,2016,11
9138,3,11c,2016,12
9139,4,11c,2017,02
9140,2,11d,2005,04
9141,3,11d,2005,05
9142,5,11d,2005,06
9143,4,11d,2005,07
9144,2,11d,2005,08
9145,3,11d,2005,09
9146,6,11d,2005,10
9147,4,11d,2005,11
9148,3,11d,2005,12
9149,1,11d,2006,01
9150,3,11d,2006,02
9151,4,11d,2006,05
9152,4,11d,2006,06
9153,4,11d,2006,07
9154,2,11d,2006,10
9155,4,11d,2006,11
9156,1,11d,2006,12
9157,1,11d,2007,01
9158,2,11d,2007,02
9159,3,11d,2007,03
9160,2,11d,2007,04
9161,1,11d,2007,06
9162,1,11d,2007,07
9163,3,11d,2007,08
9164,1,11d,2007,10
9165,2,11d,2007,11
9166,2,11d,2007,12
9167,4,11d,2008,01
9168,2,11d,2008,02
9169,3,11d,2008,05
9170,1,11d,2008,06
9171,1,11d,2008,07
9172,1,11d,2008,08
9173,1,11d,2008,09
9174,1,11d,2008,10
9175,2,11d,2008,11
9176,1,11d,2008,12
9177,3,11d,2009,01
9178,1,11d,2009,03
9179,2,11d,2009,04
9180,1,11d,2009,05
9181,1,11d,2009,06
9182,4,11d,2009,07
9183,2,11d,2009,08
9184,1,11d,2009,09
9185,3,11d,2009,10
9186,2,11d,2009,11
9187,4,11d,2010,01
9188,2,11d,2010,03
9189,2,11d,2010,04
9190,3,11d,2010,05
9191,2,11d,2010,06
9192,3,11d,2010,07
9193,2,11d,2010,09
9194,1,11d,2010,10
9195,1,11d,2010,12
9196,1,11d,2011,02
9197,1,11d,2011,03
9198,1,11d,2011,04
9199,3,11d,2011,05
9200,1,11d,2011,06
9201,1,11d,2011,09
9202,1,11d,2011,10
9203,3,11d,2011,11
9204,1,11d,2012,01
9205,2,11d,2012,02
9206,2,11d,2012,03
9207,1,11d,2012,04
9208,3,11d,2012,05
9209,1,11d,2012,08
9210,3,11d,2012,09
9211,2,11d,2012,10
9212,2,11d,2012,12
9213,2,11d,2013,01
9214,1,11d,2013,02
9215,4,11d,2013,03
9216,1,11d,2013,04
9217,1,11d,2013,05
9218,4,11d,2013,06
9219,12,11d,2013,07
9220,10,11d,2013,08
9221,5,11d,2013,09
9222,12,11d,2013,10
9223,9,11d,2013,11
9224,7,11d,2013,12
9225,5,11d,2014,01
9226,1,11d,2014,02
9227,2,11d,2014,03
9228,5,11d,2014,04
9229,2,11d,2014,05
9230,8,11d,2014,06
9231,3,11d,2014,07
9232,1,11d,2014,08
9233,5,11d,2014,09
9234,9,11d,2014,10
9235,9,11d,2014,11
9236,4,11d,2014,12
9237,3,11d,2015,01
9238,3,11d,2015,02
