,number_of_incidents,code,year,month
19613,3,35f,2012,10
19614,2,35f,2012,11
19615,1,35f,2012,12
19616,6,35f,2013,01
19617,1,35f,2013,02
19618,1,35f,2013,03
19619,3,35f,2013,04
19620,3,35f,2013,05
19621,4,35f,2013,06
19622,8,35f,2013,07
19623,5,35f,2013,08
19624,6,35f,2013,09
19625,7,35f,2013,10
19626,4,35f,2013,11
19627,16,35f,2013,12
19628,10,35f,2014,01
19629,1,35f,2014,02
19630,11,35f,2014,03
19631,4,35f,2014,04
19632,3,35f,2014,05
19633,5,35f,2014,06
19634,3,35f,2014,07
19635,6,35f,2014,08
19636,2,35f,2014,09
19637,3,35f,2014,10
19638,7,35f,2014,11
19639,10,35f,2014,12
19640,6,35f,2015,01
19641,5,35f,2015,02
19642,1,35f,2015,03
19643,3,35f,2015,04
19644,5,35f,2015,06
19645,4,35f,2015,07
19646,4,35f,2015,08
19647,1,35f,2015,09
19648,4,35f,2015,10
19649,7,35f,2015,11
19650,4,35f,2015,12
19651,15,35f,2016,01
19652,9,35f,2016,02
19653,7,35f,2016,03
19654,7,35f,2016,04
19655,5,35f,2016,05
19656,3,35f,2016,06
19657,4,35f,2016,07
19658,3,35f,2016,08
19659,5,35f,2016,09
19660,3,35f,2016,10
19661,3,35f,2016,11
19662,7,35f,2016,12
19663,1,35f,2017,01
19664,2,35f,2017,02
19665,1,36a,2005,10
19666,1,36a,2006,01
19667,1,36a,2007,12
19668,1,36a,2008,01
19669,1,36a,2008,09
19670,1,36a,2008,10
19671,1,36a,2009,04
19672,1,36a,2010,03
19673,2,36a,2010,04
19674,1,36a,2010,08
19675,2,36a,2011,01
19676,1,36a,2011,03
19677,1,36a,2011,04
19678,1,36a,2011,08
19679,3,36a,2012,05
19680,1,36a,2012,06
19681,3,36a,2012,08
19682,1,36a,2012,09
19683,2,36a,2013,05
19684,1,36a,2013,06
19685,1,36a,2013,07
19686,3,36a,2013,08
19687,5,36a,2013,09
19688,2,36a,2013,10
19689,2,36a,2013,12
19690,1,36a,2014,02
19691,3,36a,2014,03
19692,5,36a,2014,05
19693,5,36a,2014,07
19694,4,36a,2014,08
19695,3,36a,2014,11
19696,1,36a,2014,12
19697,1,36a,2015,01
19698,1,36a,2015,03
19699,2,36a,2015,06
19700,13,36a,2015,07
19701,5,36a,2015,08
19702,6,36a,2015,10
19703,3,36a,2015,11
19704,1,36a,2015,12
19705,1,36a,2016,01
19706,9,36a,2016,02
19707,1,36a,2016,03
19708,1,36a,2016,04
19709,7,36a,2016,05
19710,1,36a,2016,07
19711,1,36a,2016,08
19712,4,36a,2016,09
19713,3,36a,2016,10
19714,1,36a,2016,11
19715,4,36a,2016,12
19716,1,36a,2017,02
19717,1,36b,2005,04
19718,1,36b,2005,05
19719,1,36b,2005,06
19720,2,36b,2005,08
19721,1,36b,2005,10
19722,3,36b,2005,12
19723,1,36b,2006,01
19724,1,36b,2006,02
19725,3,36b,2006,03
19726,1,36b,2006,04
19727,2,36b,2006,07
19728,1,36b,2006,08
19729,1,36b,2006,09
19730,4,36b,2006,10
19731,10,36b,2006,11
19732,2,36b,2006,12
19733,3,36b,2007,01
19734,1,36b,2007,02
19735,2,36b,2007,03
19736,2,36b,2007,04
19737,1,36b,2007,05
19738,4,36b,2007,06
19739,2,36b,2007,07
19740,4,36b,2007,08
19741,2,36b,2007,09
19742,2,36b,2007,10
19743,1,36b,2007,11
19744,3,36b,2008,01
19745,3,36b,2008,02
19746,4,36b,2008,04
19747,2,36b,2008,05
19748,2,36b,2008,06
19749,2,36b,2008,07
19750,3,36b,2008,08
19751,3,36b,2008,09
19752,2,36b,2008,10
19753,5,36b,2008,11
19754,3,36b,2008,12
19755,4,36b,2009,01
19756,3,36b,2009,02
19757,2,36b,2009,03
19758,11,36b,2009,04
19759,4,36b,2009,05
19760,3,36b,2009,06
19761,6,36b,2009,07
19762,2,36b,2009,08
19763,3,36b,2009,09
19764,1,36b,2009,10
19765,3,36b,2009,11
19766,3,36b,2009,12
19767,2,36b,2010,01
19768,2,36b,2010,02
19769,2,36b,2010,03
19770,1,36b,2010,04
19771,2,36b,2010,05
19772,4,36b,2010,06
19773,2,36b,2010,07
19774,1,36b,2010,08
19775,2,36b,2010,09
19776,4,36b,2010,10
19777,6,36b,2010,11
19778,2,36b,2010,12
19779,6,36b,2011,01
19780,2,36b,2011,02
19781,1,36b,2011,03
19782,1,36b,2011,04
19783,3,36b,2011,06
19784,2,36b,2011,07
19785,4,36b,2011,09
19786,2,36b,2011,10
19787,2,36b,2011,11
19788,2,36b,2011,12
19789,2,36b,2012,01
19790,1,36b,2012,02
19791,3,36b,2012,04
19792,3,36b,2012,05
19793,4,36b,2012,06
19794,4,36b,2012,07
19795,4,36b,2012,08
19796,3,36b,2012,09
19797,3,36b,2012,10
19798,5,36b,2012,11
19799,2,36b,2012,12
19800,5,36b,2013,01
19801,2,36b,2013,03
19802,2,36b,2013,04
19803,6,36b,2013,05
19804,19,36b,2013,06
19805,20,36b,2013,07
19806,17,36b,2013,08
19807,16,36b,2013,09
19808,14,36b,2013,10
19809,11,36b,2013,11
19810,24,36b,2013,12
19811,9,36b,2014,01
19812,12,36b,2014,02
19813,18,36b,2014,03
19814,17,36b,2014,04
19815,15,36b,2014,05
19816,21,36b,2014,06
19817,14,36b,2014,07
19818,10,36b,2014,08
19819,12,36b,2014,09
19820,10,36b,2014,10
19821,14,36b,2014,11
19822,9,36b,2014,12
19823,13,36b,2015,01
19824,11,36b,2015,02
19825,10,36b,2015,03
19826,13,36b,2015,04
19827,14,36b,2015,05
19828,12,36b,2015,06
19829,21,36b,2015,07
19830,7,36b,2015,08
19831,9,36b,2015,09
19832,13,36b,2015,10
19833,10,36b,2015,11
19834,14,36b,2015,12
19835,8,36b,2016,01
19836,11,36b,2016,02
19837,2,36b,2016,03
19838,6,36b,2016,04
19839,12,36b,2016,05
19840,18,36b,2016,06
19841,13,36b,2016,07
19842,8,36b,2016,08
19843,14,36b,2016,09
19844,19,36b,2016,10
19845,10,36b,2016,11
19846,9,36b,2016,12
19847,12,36b,2017,01
19848,7,36b,2017,02
19849,1,37a,2005,04
19850,5,37a,2005,06
19851,3,37a,2005,07
19852,4,37a,2005,08
19853,1,37a,2005,10
19854,3,37a,2005,11
19855,5,37a,2005,12
19856,7,37a,2006,01
19857,1,37a,2006,02
19858,1,37a,2006,03
19859,1,37a,2006,04
19860,3,37a,2006,05
19861,3,37a,2006,06
19862,3,37a,2006,07
19863,6,37a,2006,08
19864,14,37a,2006,10
19865,4,37a,2006,11
19866,2,37a,2006,12
19867,5,37a,2007,01
19868,2,37a,2007,02
19869,3,37a,2007,03
19870,5,37a,2007,04
19871,3,37a,2007,05
19872,3,37a,2007,06
19873,2,37a,2007,08
19874,2,37a,2007,09
19875,1,37a,2007,10
19876,1,37a,2008,02
19877,1,37a,2008,03
19878,3,37a,2008,06
19879,1,37a,2008,08
19880,5,37a,2008,10
19881,1,37a,2008,11
19882,2,37a,2008,12
19883,4,37a,2009,02
19884,2,37a,2009,05
19885,1,37a,2009,06
19886,1,37a,2009,07
19887,2,37a,2009,08
19888,1,37a,2009,09
19889,2,37a,2009,12
19890,6,37a,2010,01
19891,1,37a,2010,03
19892,1,37a,2010,04
19893,3,37a,2010,05
19894,2,37a,2010,06
19895,1,37a,2010,07
19896,5,37a,2010,08
19897,2,37a,2010,09
19898,2,37a,2010,10
19899,3,37a,2010,11
19900,2,37a,2010,12
19901,1,37a,2011,01
19902,3,37a,2011,02
19903,3,37a,2011,04
19904,3,37a,2011,05
19905,2,37a,2011,06
19906,6,37a,2011,07
19907,4,37a,2011,08
19908,2,37a,2011,11
19909,2,37a,2011,12
19910,4,37a,2012,01
19911,2,37a,2012,02
19912,1,37a,2012,05
19913,1,37a,2012,06
19914,2,37a,2012,07
19915,2,37a,2012,08
19916,3,37a,2012,09
19917,1,37a,2012,10
19918,6,37a,2012,11
19919,3,37a,2013,01
19920,2,37a,2013,02
19921,5,37a,2013,03
19922,1,37a,2013,04
19923,7,37a,2013,05
19924,9,37a,2013,06
19925,4,37a,2013,07
19926,6,37a,2013,08
19927,4,37a,2013,09
19928,2,37a,2013,10
19929,3,37a,2013,11
19930,3,37a,2013,12
19931,6,37a,2014,01
19932,1,37a,2014,02
19933,8,37a,2014,03
19934,5,37a,2014,04
19935,5,37a,2014,05
19936,2,37a,2014,06
19937,1,37a,2014,07
19938,1,37a,2014,09
19939,1,37a,2014,11
19940,2,37a,2014,12
19941,2,37a,2015,01
19942,3,37a,2015,03
19943,2,37a,2015,05
19944,4,37a,2015,07
19945,3,37a,2015,08
19946,1,37a,2015,09
19947,3,37a,2015,10
19948,2,37a,2015,12
19949,2,37a,2016,01
19950,1,37a,2016,03
19951,1,37a,2016,05
19952,3,37a,2016,07
19953,3,37a,2016,10
19954,1,37a,2017,01
19955,2,37a,2017,02
19956,9,37c,2005,04
19957,12,37c,2005,05
19958,5,37c,2005,06
19959,7,37c,2005,07
19960,7,37c,2005,08
19961,7,37c,2005,09
19962,8,37c,2005,10
19963,5,37c,2005,11
19964,6,37c,2005,12
19965,12,37c,2006,01
19966,8,37c,2006,02
19967,7,37c,2006,03
19968,8,37c,2006,04
19969,5,37c,2006,05
19970,15,37c,2006,06
19971,7,37c,2006,07
19972,5,37c,2006,08
19973,8,37c,2006,09
19974,9,37c,2006,10
19975,7,37c,2006,11
19976,8,37c,2006,12
19977,12,37c,2007,01
19978,6,37c,2007,02
19979,8,37c,2007,03
19980,7,37c,2007,04
19981,4,37c,2007,05
19982,5,37c,2007,06
19983,10,37c,2007,07
19984,9,37c,2007,08
19985,6,37c,2007,09
19986,8,37c,2007,10
19987,6,37c,2007,11
19988,8,37c,2007,12
19989,9,37c,2008,01
19990,6,37c,2008,02
19991,9,37c,2008,03
19992,7,37c,2008,04
19993,6,37c,2008,05
19994,4,37c,2008,06
19995,5,37c,2008,07
19996,8,37c,2008,08
19997,4,37c,2008,09
19998,9,37c,2008,10
19999,3,37c,2008,11
20000,10,37c,2008,12
20001,7,37c,2009,01
20002,4,37c,2009,02
20003,8,37c,2009,03
20004,4,37c,2009,04
20005,8,37c,2009,05
20006,10,37c,2009,06
20007,1,37c,2009,07
20008,6,37c,2009,08
20009,6,37c,2009,09
20010,2,37c,2009,10
20011,8,37c,2009,11
20012,8,37c,2009,12
20013,5,37c,2010,01
20014,11,37c,2010,02
20015,8,37c,2010,03
20016,5,37c,2010,04
20017,10,37c,2010,05
20018,10,37c,2010,06
20019,9,37c,2010,07
20020,5,37c,2010,08
20021,3,37c,2010,09
20022,5,37c,2010,10
20023,8,37c,2010,11
20024,15,37c,2010,12
20025,5,37c,2011,01
20026,10,37c,2011,02
20027,6,37c,2011,03
20028,5,37c,2011,04
20029,7,37c,2011,05
20030,4,37c,2011,06
20031,4,37c,2011,07
20032,5,37c,2011,08
20033,9,37c,2011,09
20034,2,37c,2011,10
20035,5,37c,2011,11
20036,9,37c,2011,12
20037,11,37c,2012,01
20038,4,37c,2012,02
20039,3,37c,2012,03
20040,6,37c,2012,04
20041,7,37c,2012,05
20042,5,37c,2012,06
20043,7,37c,2012,07
20044,8,37c,2012,08
20045,6,37c,2012,09
20046,6,37c,2012,10
20047,10,37c,2012,11
20048,10,37c,2012,12
20049,13,37c,2013,01
20050,5,37c,2013,02
20051,11,37c,2013,03
20052,7,37c,2013,04
20053,10,37c,2013,05
20054,20,37c,2013,06
20055,11,37c,2013,07
20056,10,37c,2013,08
20057,20,37c,2013,09
20058,20,37c,2013,10
20059,10,37c,2013,11
20060,28,37c,2013,12
20061,14,37c,2014,01
20062,9,37c,2014,02
20063,21,37c,2014,03
20064,17,37c,2014,04
20065,11,37c,2014,05
20066,14,37c,2014,06
20067,16,37c,2014,07
20068,4,37c,2014,08
20069,9,37c,2014,09
20070,8,37c,2014,10
20071,10,37c,2014,11
20072,19,37c,2014,12
20073,15,37c,2015,01
20074,11,37c,2015,02
20075,15,37c,2015,03
20076,8,37c,2015,04
20077,8,37c,2015,05
20078,10,37c,2015,06
20079,19,37c,2015,07
20080,21,37c,2015,08
20081,22,37c,2015,09
20082,18,37c,2015,10
20083,16,37c,2015,11
20084,23,37c,2015,12
20085,24,37c,2016,01
20086,17,37c,2016,02
20087,7,37c,2016,03
20088,13,37c,2016,04
20089,21,37c,2016,05
20090,12,37c,2016,06
20091,9,37c,2016,07
20092,15,37c,2016,08
20093,12,37c,2016,09
20094,19,37c,2016,10
20095,10,37c,2016,11
20096,21,37c,2016,12
20097,9,37c,2017,01
20098,8,37c,2017,02
20099,2,37d,2005,04
20100,5,37d,2005,05
20101,4,37d,2005,06
20102,4,37d,2005,07
20103,1,37d,2005,09
20104,3,37d,2005,10
20105,4,37d,2005,11
20106,6,37d,2005,12
20107,4,37d,2006,01
20108,2,37d,2006,02
20109,4,37d,2006,03
20110,2,37d,2006,04
20111,2,37d,2006,05
20112,1,37d,2006,06
20113,1,37d,2006,07
20114,3,37d,2006,08
20115,5,37d,2006,09
20116,4,37d,2006,10
20117,6,37d,2006,11
20118,7,37d,2006,12
20119,10,37d,2007,01
20120,3,37d,2007,02
20121,2,37d,2007,03
20122,1,37d,2007,04
20123,7,37d,2007,06
20124,3,37d,2007,07
20125,1,37d,2007,08
20126,1,37d,2007,09
20127,6,37d,2007,10
20128,2,37d,2007,11
20129,6,37d,2007,12
20130,4,37d,2008,01
20131,2,37d,2008,02
20132,4,37d,2008,03
20133,2,37d,2008,04
20134,11,37d,2008,05
20135,2,37d,2008,06
20136,2,37d,2008,07
20137,2,37d,2008,08
20138,4,37d,2008,09
20139,3,37d,2008,10
20140,4,37d,2008,11
20141,10,37d,2008,12
20142,11,37d,2009,01
20143,3,37d,2009,02
20144,3,37d,2009,03
20145,2,37d,2009,04
20146,3,37d,2009,05
20147,3,37d,2009,06
20148,2,37d,2009,07
20149,2,37d,2009,08
20150,4,37d,2009,09
20151,5,37d,2009,10
20152,1,37d,2009,11
20153,4,37d,2009,12
20154,4,37d,2010,01
20155,2,37d,2010,03
20156,6,37d,2010,05
20157,5,37d,2010,06
20158,7,37d,2010,07
20159,2,37d,2010,08
20160,3,37d,2010,09
20161,3,37d,2010,10
20162,2,37d,2010,11
20163,7,37d,2010,12
20164,2,37d,2011,01
20165,2,37d,2011,02
20166,5,37d,2011,03
20167,3,37d,2011,04
20168,7,37d,2011,05
20169,3,37d,2011,06
20170,3,37d,2011,07
20171,6,37d,2011,08
20172,2,37d,2011,09
20173,3,37d,2011,10
20174,3,37d,2011,11
20175,7,37d,2011,12
20176,3,37d,2012,01
20177,4,37d,2012,02
20178,3,37d,2012,03
20179,3,37d,2012,04
20180,2,37d,2012,05
20181,3,37d,2012,06
20182,2,37d,2012,07
20183,8,37d,2012,08
20184,5,37d,2012,09
20185,3,37d,2012,10
20186,1,37d,2012,11
20187,7,37d,2012,12
20188,4,37d,2013,01
20189,1,37d,2013,02
20190,3,37d,2013,03
20191,2,37d,2013,04
20192,4,37d,2013,06
20193,2,37d,2013,07
20194,5,37d,2013,08
20195,2,37d,2013,09
20196,3,37d,2013,10
20197,6,37d,2013,12
20198,5,37d,2014,01
20199,1,37d,2014,02
20200,4,37d,2014,03
20201,2,37d,2014,04
20202,1,37d,2014,05
20203,4,37d,2014,06
20204,6,37d,2014,07
20205,3,37d,2014,08
20206,1,37d,2014,09
20207,4,37d,2014,10
20208,1,37d,2014,11
20209,2,37d,2014,12
20210,6,37d,2015,01
20211,4,37d,2015,02
20212,2,37d,2015,03
20213,2,37d,2015,04
20214,4,37d,2015,05
20215,2,37d,2015,06
20216,8,37d,2015,07
20217,4,37d,2015,08
20218,3,37d,2015,09
20219,2,37d,2015,10
20220,3,37d,2015,11
20221,4,37d,2015,12
20222,2,37d,2016,01
20223,4,37d,2016,02
20224,4,37d,2016,03
20225,2,37d,2016,04
20226,3,37d,2016,05
20227,5,37d,2016,06
20228,7,37d,2016,07
20229,3,37d,2016,08
20230,6,37d,2016,09
20231,2,37d,2016,10
20232,5,37d,2016,11
20233,4,37d,2016,12
20234,7,37d,2017,01
20235,4,37d,2017,02
20236,1,37e,2005,08
20237,2,37e,2005,09
20238,1,37e,2005,11
20239,1,37e,2006,02
20240,3,37e,2006,03
20241,1,37e,2006,04
20242,2,37e,2006,05
20243,2,37e,2006,07
20244,4,37e,2006,08
20245,2,37e,2006,09
20246,2,37e,2006,11
20247,4,37e,2006,12
20248,2,37e,2007,01
20249,2,37e,2007,02
20250,1,37e,2007,04
20251,2,37e,2007,05
20252,2,37e,2007,07
20253,2,37e,2007,09
20254,3,37e,2007,10
20255,1,37e,2007,11
20256,3,37e,2007,12
20257,2,37e,2008,01
20258,2,37e,2008,03
20259,2,37e,2008,04
20260,3,37e,2008,05
20261,1,37e,2008,06
20262,1,37e,2008,07
20263,1,37e,2008,08
20264,2,37e,2008,09
20265,3,37e,2008,11
20266,2,37e,2008,12
20267,4,37e,2009,03
20268,1,37e,2009,04
20269,1,37e,2009,06
20270,1,37e,2009,07
20271,2,37e,2009,08
20272,1,37e,2009,10
20273,2,37e,2009,12
20274,1,37e,2010,01
20275,1,37e,2010,02
20276,2,37e,2010,03
20277,1,37e,2010,04
20278,2,37e,2010,05
20279,1,37e,2010,09
20280,2,37e,2010,10
20281,3,37e,2010,11
20282,2,37e,2010,12
20283,3,37e,2011,01
20284,1,37e,2011,02
20285,1,37e,2011,03
20286,2,37e,2011,04
20287,2,37e,2011,05
20288,1,37e,2011,06
20289,2,37e,2011,07
20290,1,37e,2011,10
20291,1,37e,2011,11
20292,2,37e,2012,01
20293,1,37e,2012,02
20294,2,37e,2012,03
20295,2,37e,2012,04
20296,2,37e,2012,07
20297,3,37e,2012,08
20298,1,37e,2012,09
20299,3,37e,2012,10
20300,3,37e,2012,11
20301,2,37e,2012,12
20302,2,37e,2013,03
20303,2,37e,2013,04
20304,1,37e,2013,06
20305,4,37e,2013,07
20306,1,37e,2013,08
20307,2,37e,2013,09
20308,4,37e,2013,11
20309,1,37e,2013,12
20310,4,37e,2014,01
20311,1,37e,2014,02
20312,1,37e,2014,04
20313,3,37e,2014,05
20314,1,37e,2014,06
20315,4,37e,2014,07
20316,3,37e,2014,08
20317,1,37e,2014,09
20318,3,37e,2014,12
20319,2,37e,2015,01
20320,1,37e,2015,03
20321,2,37e,2015,04
20322,2,37e,2015,06
20323,7,37e,2015,07
20324,1,37e,2015,09
20325,4,37e,2015,11
20326,1,37e,2015,12
20327,4,37e,2016,01
20328,1,37e,2016,02
20329,1,37e,2016,03
20330,3,37e,2016,04
20331,1,37e,2016,08
20332,1,37e,2016,09
20333,2,37e,2016,10
20334,2,37e,2016,11
20335,2,37e,2016,12
20336,1,37e,2017,01
20337,2,37e,2017,02
20338,2,37f,2005,04
20339,1,37f,2005,05
20340,4,37f,2005,06
20341,2,37f,2005,07
20342,3,37f,2005,08
20343,3,37f,2005,09
20344,2,37f,2005,10
20345,5,37f,2005,11
20346,3,37f,2005,12
20347,2,37f,2006,01
20348,3,37f,2006,02
20349,6,37f,2006,03
20350,3,37f,2006,04
20351,7,37f,2006,05
20352,1,37f,2006,06
20353,1,37f,2006,07
20354,1,37f,2006,08
20355,1,37f,2006,09
20356,5,37f,2006,10
20357,2,37f,2006,11
20358,4,37f,2006,12
20359,8,37f,2007,01
20360,6,37f,2007,02
20361,2,37f,2007,03
20362,4,37f,2007,04
20363,4,37f,2007,05
20364,4,37f,2007,06
20365,6,37f,2007,07
20366,1,37f,2007,08
20367,1,37f,2007,09
20368,2,37f,2007,10
20369,6,37f,2007,11
20370,3,37f,2007,12
20371,4,37f,2008,01
20372,7,37f,2008,02
20373,2,37f,2008,03
20374,3,37f,2008,04
20375,4,37f,2008,05
20376,5,37f,2008,06
20377,3,37f,2008,07
20378,1,37f,2008,08
20379,3,37f,2008,09
20380,3,37f,2008,10
20381,4,37f,2008,11
20382,3,37f,2008,12
20383,5,37f,2009,01
20384,1,37f,2009,02
20385,7,37f,2009,03
20386,2,37f,2009,04
20387,5,37f,2009,05
20388,5,37f,2009,07
20389,3,37f,2009,08
20390,8,37f,2009,09
20391,4,37f,2009,10
20392,5,37f,2009,11
20393,3,37f,2009,12
20394,4,37f,2010,01
20395,5,37f,2010,02
20396,1,37f,2010,03
20397,3,37f,2010,04
20398,2,37f,2010,05
20399,6,37f,2010,06
20400,5,37f,2010,07
20401,5,37f,2010,08
20402,1,37f,2010,09
20403,3,37f,2010,10
20404,3,37f,2010,11
20405,8,37f,2010,12
20406,4,37f,2011,01
20407,3,37f,2011,02
20408,2,37f,2011,03
20409,4,37f,2011,04
20410,3,37f,2011,05
20411,7,37f,2011,06
20412,4,37f,2011,07
20413,3,37f,2011,08
20414,6,37f,2011,09
20415,4,37f,2011,10
20416,4,37f,2011,11
20417,4,37f,2011,12
20418,5,37f,2012,01
20419,9,37f,2012,02
20420,1,37f,2012,03
20421,2,37f,2012,04
20422,7,37f,2012,05
20423,3,37f,2012,06
20424,5,37f,2012,07
20425,1,37f,2012,08
20426,4,37f,2012,09
20427,3,37f,2012,10
20428,5,37f,2012,11
20429,7,37f,2012,12
20430,3,37f,2013,01
20431,5,37f,2013,02
20432,6,37f,2013,03
20433,7,37f,2013,04
20434,5,37f,2013,05
20435,5,37f,2013,06
20436,10,37f,2013,07
20437,6,37f,2013,08
20438,10,37f,2013,09
20439,7,37f,2013,10
20440,6,37f,2013,11
20441,5,37f,2013,12
20442,3,37f,2014,01
20443,5,37f,2014,02
20444,6,37f,2014,03
20445,4,37f,2014,04
20446,7,37f,2014,05
20447,4,37f,2014,06
20448,4,37f,2014,07
20449,3,37f,2014,08
20450,5,37f,2014,09
20451,2,37f,2014,10
20452,3,37f,2014,11
20453,9,37f,2014,12
20454,5,37f,2015,01
20455,4,37f,2015,02
20456,5,37f,2015,03
20457,5,37f,2015,04
20458,6,37f,2015,05
20459,4,37f,2015,06
20460,11,37f,2015,07
20461,7,37f,2015,08
20462,5,37f,2015,09
20463,4,37f,2015,10
20464,8,37f,2015,11
20465,15,37f,2015,12
20466,4,37f,2016,01
20467,2,37f,2016,02
20468,6,37f,2016,03
20469,2,37f,2016,04
20470,4,37f,2016,05
20471,2,37f,2016,06
20472,6,37f,2016,07
20473,6,37f,2016,08
20474,3,37f,2016,09
20475,6,37f,2016,10
20476,8,37f,2016,11
20477,3,37f,2016,12
20478,7,37f,2017,01
20479,4,37f,2017,02
20480,1,37g,2005,04
20481,2,37g,2005,06
20482,2,37g,2005,07
20483,2,37g,2005,08
20484,5,37g,2005,09
20485,1,37g,2005,10
20486,3,37g,2005,11
20487,7,37g,2005,12
20488,5,37g,2006,01
20489,1,37g,2006,02
20490,7,37g,2006,04
20491,2,37g,2006,05
20492,2,37g,2006,06
20493,3,37g,2006,07
20494,4,37g,2006,08
20495,3,37g,2006,11
20496,5,37g,2006,12
20497,3,37g,2007,01
20498,1,37g,2007,03
20499,3,37g,2007,04
20500,2,37g,2007,05
20501,3,37g,2007,06
20502,8,37g,2007,07
20503,4,37g,2007,08
20504,2,37g,2007,10
20505,4,37g,2007,12
20506,2,37g,2008,03
20507,3,37g,2008,04
20508,5,37g,2008,05
20509,3,37g,2008,06
20510,2,37g,2008,07
20511,6,37g,2008,08
20512,2,37g,2008,09
20513,3,37g,2008,10
20514,4,37g,2008,11
20515,3,37g,2008,12
20516,1,37g,2009,01
20517,6,37g,2009,02
20518,3,37g,2009,03
20519,2,37g,2009,04
20520,4,37g,2009,05
20521,2,37g,2009,06
20522,3,37g,2009,07
20523,3,37g,2009,08
20524,1,37g,2009,09
20525,2,37g,2009,10
20526,1,37g,2009,11
20527,2,37g,2009,12
20528,4,37g,2010,01
20529,2,37g,2010,02
20530,3,37g,2010,04
20531,1,37g,2010,05
20532,1,37g,2010,06
20533,5,37g,2010,07
20534,1,37g,2010,08
20535,1,37g,2010,10
20536,2,37g,2010,11
20537,1,37g,2011,01
20538,2,37g,2011,02
20539,1,37g,2011,03
20540,2,37g,2011,04
20541,2,37g,2011,05
20542,2,37g,2011,06
20543,1,37g,2011,07
20544,1,37g,2011,08
20545,2,37g,2011,09
20546,1,37g,2011,10
20547,1,37g,2011,11
20548,1,37g,2011,12
20549,1,37g,2012,01
20550,3,37g,2012,03
20551,2,37g,2012,04
20552,3,37g,2012,05
20553,1,37g,2012,06
20554,2,37g,2012,07
20555,1,37g,2012,10
20556,3,37g,2012,12
20557,1,37g,2013,01
20558,4,37g,2013,02
20559,5,37g,2013,03
20560,2,37g,2013,04
20561,1,37g,2013,05
20562,4,37g,2013,06
20563,2,37g,2013,07
20564,3,37g,2013,09
20565,3,37g,2013,10
20566,3,37g,2013,12
20567,1,37g,2014,01
20568,2,37g,2014,02
20569,3,37g,2014,04
20570,3,37g,2014,05
20571,1,37g,2014,06
20572,5,37g,2014,07
20573,4,37g,2014,08
20574,3,37g,2014,09
20575,2,37g,2014,12
20576,1,37g,2015,01
20577,2,37g,2015,02
20578,3,37g,2015,03
20579,2,37g,2015,04
20580,1,37g,2015,05
20581,3,37g,2015,06
20582,5,37g,2015,07
20583,4,37g,2015,08
20584,1,37g,2015,10
20585,4,37g,2015,11
20586,6,37g,2016,01
20587,1,37g,2016,02
20588,1,37g,2016,03
20589,4,37g,2016,04
20590,5,37g,2016,05
20591,3,37g,2016,06
20592,3,37g,2016,07
20593,5,37g,2016,08
20594,2,37g,2016,09
20595,1,37g,2016,10
20596,1,37g,2016,11
20597,1,37g,2016,12
20598,3,37g,2017,01
20599,3,37g,2017,02
20600,1,38c,2005,04
20601,1,38c,2005,05
20602,4,38c,2005,06
20603,3,38c,2005,07
20604,1,38c,2005,08
20605,3,38c,2005,09
20606,3,38c,2005,10
20607,2,38c,2005,11
20608,5,38c,2005,12
20609,3,38c,2006,01
20610,3,38c,2006,02
20611,2,38c,2006,03
20612,2,38c,2006,04
20613,3,38c,2006,05
20614,3,38c,2006,06
20615,5,38c,2006,07
20616,3,38c,2006,08
20617,6,38c,2006,09
20618,2,38c,2006,10
20619,5,38c,2006,11
20620,4,38c,2006,12
20621,5,38c,2007,01
20622,3,38c,2007,02
20623,6,38c,2007,03
20624,4,38c,2007,04
20625,3,38c,2007,05
20626,3,38c,2007,06
20627,5,38c,2007,07
20628,8,38c,2007,08
20629,3,38c,2007,09
20630,3,38c,2007,10
20631,2,38c,2007,11
20632,5,38c,2007,12
20633,5,38c,2008,01
20634,3,38c,2008,02
20635,5,38c,2008,03
20636,2,38c,2008,04
20637,3,38c,2008,05
20638,2,38c,2008,06
20639,6,38c,2008,07
20640,4,38c,2008,08
20641,5,38c,2008,09
20642,2,38c,2008,10
20643,3,38c,2008,11
20644,6,38c,2008,12
20645,6,38c,2009,01
20646,1,38c,2009,02
20647,3,38c,2009,03
20648,3,38c,2009,04
20649,6,38c,2009,05
20650,3,38c,2009,06
20651,4,38c,2009,07
20652,4,38c,2009,08
20653,5,38c,2009,09
20654,2,38c,2009,10
20655,3,38c,2009,11
20656,5,38c,2009,12
20657,3,38c,2010,01
20658,2,38c,2010,02
20659,3,38c,2010,03
20660,3,38c,2010,04
20661,2,38c,2010,06
20662,6,38c,2010,07
20663,3,38c,2010,08
20664,2,38c,2010,09
20665,3,38c,2010,10
20666,8,38c,2010,11
20667,3,38c,2010,12
20668,5,38c,2011,01
20669,5,38c,2011,02
20670,4,38c,2011,04
20671,2,38c,2011,05
20672,2,38c,2011,06
20673,2,38c,2011,07
20674,2,38c,2011,08
20675,3,38c,2011,09
20676,4,38c,2011,10
20677,2,38c,2011,11
20678,5,38c,2011,12
20679,5,38c,2012,01
20680,5,38c,2012,02
20681,5,38c,2012,03
20682,6,38c,2012,04
20683,2,38c,2012,05
20684,4,38c,2012,06
20685,2,38c,2012,07
20686,8,38c,2012,08
20687,4,38c,2012,09
