,number_of_incidents,code,year,month,hour
50083,2,24d,2012,10,17
50084,1,24d,2012,10,20
50085,1,24d,2012,10,23
50086,1,24d,2012,11,0
50087,2,24d,2012,11,10
50088,2,24d,2012,11,17
50089,1,24d,2012,11,22
50090,1,24d,2013,01,0
50091,1,24d,2013,01,1
50092,1,24d,2013,01,10
50093,1,24d,2013,01,20
50094,1,24d,2013,02,11
50095,1,24d,2013,03,14
50096,1,24d,2013,03,17
50097,1,24d,2013,03,22
50098,1,24d,2013,03,23
50099,1,24d,2013,03,5
50100,1,24d,2013,04,21
50101,1,24d,2013,05,20
50102,1,24d,2013,06,0
50103,2,24d,2013,06,16
50104,1,24d,2013,07,11
50105,1,24d,2013,07,16
50106,1,24d,2013,07,19
50107,1,24d,2013,07,20
50108,1,24d,2013,07,9
50109,1,24d,2013,08,10
50110,1,24d,2013,09,15
50111,1,24d,2013,09,23
50112,1,24d,2013,10,0
50113,1,24d,2013,10,11
50114,1,24d,2013,10,16
50115,1,24d,2013,10,17
50116,1,24d,2013,10,18
50117,2,24d,2013,10,5
50118,1,24d,2013,11,11
50119,1,24d,2013,11,23
50120,2,24d,2013,12,10
50121,3,24d,2013,12,18
50122,1,24d,2013,12,3
50123,2,24d,2014,01,16
50124,1,24d,2014,01,20
50125,1,24d,2014,01,22
50126,1,24d,2014,03,0
50127,1,24d,2014,03,16
50128,1,24d,2014,03,2
50129,1,24d,2014,03,3
50130,1,24d,2014,04,11
50131,1,24d,2014,04,13
50132,1,24d,2014,05,1
50133,2,24d,2014,05,17
50134,1,24d,2014,06,13
50135,2,24d,2014,06,14
50136,1,24d,2014,06,22
50137,1,24d,2014,07,10
50138,1,24d,2014,07,15
50139,1,24d,2014,08,12
50140,1,24d,2014,08,21
50141,1,24d,2014,09,15
50142,1,24d,2014,09,19
50143,1,24d,2014,09,6
50144,1,24d,2014,10,10
50145,1,24d,2014,11,10
50146,1,24d,2014,11,11
50147,1,24d,2014,11,15
50148,1,24d,2014,11,16
50149,1,24d,2014,11,4
50150,1,24d,2014,12,1
50151,1,24d,2014,12,13
50152,1,24d,2014,12,16
50153,1,24d,2014,12,20
50154,1,24d,2015,01,18
50155,1,24d,2015,01,7
50156,1,24d,2015,02,10
50157,1,24d,2015,02,12
50158,1,24d,2015,02,14
50159,1,24d,2015,02,18
50160,1,24d,2015,02,19
50161,1,24d,2015,02,6
50162,1,24d,2015,02,7
50163,1,24d,2015,02,8
50164,1,24d,2015,03,1
50165,1,24d,2015,03,15
50166,3,24d,2015,03,16
50167,2,24d,2015,03,18
50168,2,24d,2015,03,21
50169,1,24d,2015,03,9
50170,1,24d,2015,04,12
50171,1,24d,2015,04,15
50172,1,24d,2015,04,7
50173,1,24d,2015,05,13
50174,1,24d,2015,05,14
50175,1,24d,2015,05,18
50176,1,24d,2015,06,0
50177,1,24d,2015,06,14
50178,3,24d,2015,06,16
50179,2,24d,2015,06,21
50180,1,24d,2015,07,13
50181,1,24d,2015,07,14
50182,2,24d,2015,07,15
50183,2,24d,2015,07,16
50184,1,24d,2015,07,18
50185,1,24d,2015,07,19
50186,1,24d,2015,07,20
50187,1,24d,2015,07,9
50188,1,24d,2015,08,14
50189,1,24d,2015,08,8
50190,1,24d,2015,09,0
50191,2,24d,2015,09,20
50192,1,24d,2015,10,22
50193,1,24d,2015,11,10
50194,1,24d,2015,11,15
50195,2,24d,2015,12,20
50196,1,24d,2015,12,3
50197,1,24d,2016,01,0
50198,1,24d,2016,01,11
50199,1,24d,2016,01,13
50200,1,24d,2016,01,19
50201,1,24d,2016,01,2
50202,2,24d,2016,01,21
50203,1,24d,2016,02,10
50204,2,24d,2016,02,13
50205,1,24d,2016,02,5
50206,1,24d,2016,02,7
50207,1,24d,2016,02,8
50208,2,24d,2016,03,17
50209,1,24d,2016,03,19
50210,1,24d,2016,03,21
50211,1,24d,2016,04,11
50212,1,24d,2016,04,21
50213,1,24d,2016,05,0
50214,1,24d,2016,05,17
50215,1,24d,2016,06,8
50216,2,24d,2016,07,10
50217,1,24d,2016,07,19
50218,1,24d,2016,08,11
50219,1,24d,2016,08,17
50220,1,24d,2016,08,19
50221,1,24d,2016,09,10
50222,1,24d,2016,09,11
50223,1,24d,2016,09,12
50224,1,24d,2016,09,13
50225,1,24d,2016,09,19
50226,1,24d,2016,09,22
50227,1,24d,2016,10,14
50228,1,24d,2016,11,1
50229,1,24d,2016,11,11
50230,1,24d,2016,11,12
50231,1,24d,2016,11,20
50232,1,24d,2016,11,21
50233,1,24d,2016,11,4
50234,1,24d,2016,12,12
50235,1,24d,2016,12,13
50236,1,24d,2016,12,16
50237,1,24d,2016,12,2
50238,2,24d,2017,01,18
50239,1,24d,2017,01,4
50240,1,24d,2017,01,9
50241,2,24d,2017,02,17
50242,1,24d,2017,02,18
50243,2,24d,2017,02,22
50244,1,24e,2005,03,17
50245,2,24e,2005,04,10
50246,1,24e,2005,04,12
50247,1,24e,2005,04,17
50248,1,24e,2005,04,20
50249,2,24e,2005,04,23
50250,1,24e,2005,04,3
50251,1,24e,2005,04,9
50252,1,24e,2005,05,11
50253,1,24e,2005,05,14
50254,2,24e,2005,05,15
50255,1,24e,2005,05,16
50256,1,24e,2005,05,19
50257,1,24e,2005,05,22
50258,1,24e,2005,05,3
50259,1,24e,2005,06,1
50260,1,24e,2005,06,10
50261,1,24e,2005,06,15
50262,1,24e,2005,06,19
50263,1,24e,2005,07,0
50264,1,24e,2005,07,21
50265,1,24e,2005,07,22
50266,1,24e,2005,08,11
50267,2,24e,2005,09,17
50268,1,24e,2005,09,2
50269,1,24e,2005,09,20
50270,1,24e,2005,09,21
50271,1,24e,2005,09,23
50272,1,24e,2005,09,4
50273,1,24e,2005,09,6
50274,1,24e,2005,10,17
50275,1,24e,2005,11,11
50276,1,24e,2005,11,14
50277,1,24e,2005,11,16
50278,1,24e,2005,12,14
50279,1,24e,2005,12,16
50280,1,24e,2005,12,18
50281,1,24e,2005,12,19
50282,1,24e,2005,12,20
50283,1,24e,2006,01,15
50284,1,24e,2006,01,18
50285,1,24e,2006,01,2
50286,1,24e,2006,01,3
50287,1,24e,2006,02,15
50288,1,24e,2006,02,17
50289,1,24e,2006,02,21
50290,1,24e,2006,02,22
50291,1,24e,2006,02,9
50292,1,24e,2006,03,13
50293,1,24e,2006,03,17
50294,1,24e,2006,04,15
50295,1,24e,2006,04,17
50296,1,24e,2006,04,18
50297,1,24e,2006,04,22
50298,1,24e,2006,04,3
50299,1,24e,2006,05,23
50300,1,24e,2006,06,11
50301,1,24e,2006,06,14
50302,1,24e,2006,06,17
50303,1,24e,2006,07,11
50304,1,24e,2006,07,13
50305,1,24e,2006,07,14
50306,1,24e,2006,07,17
50307,1,24e,2006,07,18
50308,1,24e,2006,07,21
50309,1,24e,2006,08,10
50310,2,24e,2006,08,13
50311,1,24e,2006,08,16
50312,1,24e,2006,08,9
50313,1,24e,2006,09,11
50314,1,24e,2006,09,14
50315,1,24e,2006,09,15
50316,2,24e,2006,09,23
50317,1,24e,2006,10,11
50318,1,24e,2006,10,12
50319,1,24e,2006,10,14
50320,1,24e,2006,10,18
50321,1,24e,2006,10,2
50322,1,24e,2006,10,21
50323,1,24e,2006,10,9
50324,1,24e,2006,11,10
50325,1,24e,2006,11,11
50326,1,24e,2006,11,14
50327,1,24e,2006,11,19
50328,1,24e,2006,11,22
50329,2,24e,2006,11,23
50330,1,24e,2006,11,4
50331,1,24e,2006,11,6
50332,1,24e,2006,12,1
50333,1,24e,2006,12,10
50334,1,24e,2006,12,15
50335,1,24e,2006,12,16
50336,2,24e,2006,12,20
50337,1,24e,2006,12,9
50338,1,24e,2007,01,1
50339,1,24e,2007,01,13
50340,4,24e,2007,01,15
50341,1,24e,2007,01,17
50342,1,24e,2007,01,23
50343,1,24e,2007,01,8
50344,1,24e,2007,02,15
50345,1,24e,2007,02,22
50346,1,24e,2007,02,23
50347,1,24e,2007,03,0
50348,1,24e,2007,03,1
50349,1,24e,2007,03,18
50350,2,24e,2007,03,21
50351,1,24e,2007,03,6
50352,1,24e,2007,03,8
50353,1,24e,2007,04,13
50354,1,24e,2007,04,15
50355,1,24e,2007,04,18
50356,1,24e,2007,04,23
50357,1,24e,2007,05,20
50358,1,24e,2007,05,21
50359,1,24e,2007,05,23
50360,1,24e,2007,05,6
50361,1,24e,2007,06,0
50362,1,24e,2007,06,15
50363,1,24e,2007,06,18
50364,1,24e,2007,06,7
50365,1,24e,2007,06,9
50366,1,24e,2007,07,19
50367,1,24e,2007,08,10
50368,1,24e,2007,08,2
50369,1,24e,2007,08,20
50370,1,24e,2007,08,23
50371,1,24e,2007,09,12
50372,1,24e,2007,09,19
50373,1,24e,2007,10,12
50374,1,24e,2007,10,17
50375,1,24e,2007,10,21
50376,1,24e,2007,11,18
50377,1,24e,2007,11,19
50378,1,24e,2007,11,22
50379,1,24e,2007,12,10
50380,2,24e,2007,12,12
50381,1,24e,2007,12,2
50382,1,24e,2007,12,20
50383,1,24e,2007,12,22
50384,2,24e,2007,12,23
50385,1,24e,2007,12,4
50386,1,24e,2007,12,7
50387,1,24e,2007,12,9
50388,1,24e,2008,01,10
50389,1,24e,2008,01,13
50390,1,24e,2008,01,14
50391,1,24e,2008,01,16
50392,1,24e,2008,01,21
50393,1,24e,2008,01,22
50394,1,24e,2008,01,23
50395,2,24e,2008,02,12
50396,1,24e,2008,02,13
50397,1,24e,2008,03,15
50398,1,24e,2008,03,18
50399,1,24e,2008,03,19
50400,1,24e,2008,03,20
50401,1,24e,2008,03,9
50402,3,24e,2008,04,11
50403,3,24e,2008,04,13
50404,1,24e,2008,04,14
50405,1,24e,2008,04,21
50406,2,24e,2008,05,12
50407,2,24e,2008,05,19
50408,2,24e,2008,05,20
50409,1,24e,2008,05,7
50410,2,24e,2008,06,12
50411,1,24e,2008,06,16
50412,1,24e,2008,06,19
50413,1,24e,2008,07,1
50414,1,24e,2008,07,22
50415,1,24e,2008,08,16
50416,1,24e,2008,09,1
50417,1,24e,2008,09,19
50418,1,24e,2008,09,5
50419,1,24e,2008,09,6
50420,1,24e,2008,10,17
50421,1,24e,2008,10,18
50422,1,24e,2008,10,9
50423,1,24e,2008,11,10
50424,1,24e,2008,11,11
50425,3,24e,2008,11,14
50426,2,24e,2008,11,15
50427,1,24e,2008,11,16
50428,1,24e,2008,11,22
50429,1,24e,2008,12,1
50430,1,24e,2008,12,10
50431,1,24e,2008,12,15
50432,1,24e,2008,12,18
50433,1,24e,2009,01,13
50434,1,24e,2009,01,15
50435,1,24e,2009,01,23
50436,1,24e,2009,01,5
50437,1,24e,2009,02,1
50438,1,24e,2009,02,10
50439,1,24e,2009,02,12
50440,1,24e,2009,02,14
50441,1,24e,2009,02,16
50442,2,24e,2009,02,21
50443,1,24e,2009,02,9
50444,2,24e,2009,03,0
50445,1,24e,2009,03,14
50446,2,24e,2009,03,16
50447,1,24e,2009,03,19
50448,2,24e,2009,04,10
50449,1,24e,2009,04,12
50450,1,24e,2009,04,16
50451,1,24e,2009,04,18
50452,1,24e,2009,04,19
50453,1,24e,2009,04,20
50454,1,24e,2009,04,21
50455,2,24e,2009,04,8
50456,1,24e,2009,05,12
50457,1,24e,2009,05,13
50458,1,24e,2009,05,18
50459,1,24e,2009,05,23
50460,1,24e,2009,05,8
50461,1,24e,2009,06,12
50462,1,24e,2009,06,15
50463,1,24e,2009,06,17
50464,2,24e,2009,06,3
50465,1,24e,2009,07,20
50466,1,24e,2009,08,15
50467,1,24e,2009,09,17
50468,1,24e,2009,09,18
50469,1,24e,2009,09,19
50470,1,24e,2009,10,10
50471,1,24e,2009,10,16
50472,1,24e,2009,10,19
50473,1,24e,2009,10,20
50474,1,24e,2009,10,22
50475,1,24e,2009,10,8
50476,1,24e,2009,11,11
50477,2,24e,2009,11,18
50478,1,24e,2009,11,22
50479,1,24e,2009,11,4
50480,1,24e,2009,11,9
50481,1,24e,2009,12,12
50482,1,24e,2009,12,14
50483,1,24e,2009,12,17
50484,1,24e,2009,12,5
50485,1,24e,2010,01,11
50486,1,24e,2010,01,15
50487,1,24e,2010,01,16
50488,1,24e,2010,01,17
50489,1,24e,2010,01,19
50490,1,24e,2010,01,2
50491,1,24e,2010,02,15
50492,1,24e,2010,02,16
50493,1,24e,2010,02,3
50494,1,24e,2010,03,2
50495,1,24e,2010,03,20
50496,1,24e,2010,03,7
50497,1,24e,2010,03,9
50498,1,24e,2010,04,10
50499,1,24e,2010,04,13
50500,1,24e,2010,04,5
50501,1,24e,2010,05,11
50502,1,24e,2010,05,13
50503,1,24e,2010,05,2
50504,1,24e,2010,05,21
50505,1,24e,2010,05,22
50506,1,24e,2010,06,0
50507,1,24e,2010,06,1
50508,1,24e,2010,06,15
50509,1,24e,2010,06,17
50510,1,24e,2010,06,19
50511,1,24e,2010,06,3
50512,1,24e,2010,07,11
50513,1,24e,2010,07,16
50514,1,24e,2010,07,17
50515,1,24e,2010,07,18
50516,1,24e,2010,07,2
50517,1,24e,2010,07,21
50518,1,24e,2010,07,3
50519,1,24e,2010,08,12
50520,1,24e,2010,08,13
50521,1,24e,2010,08,15
50522,1,24e,2010,08,23
50523,1,24e,2010,09,17
50524,1,24e,2010,09,22
50525,1,24e,2010,09,23
50526,1,24e,2010,09,3
50527,1,24e,2010,10,9
50528,1,24e,2010,11,10
50529,1,24e,2010,11,3
50530,1,24e,2010,12,10
50531,1,24e,2010,12,12
50532,2,24e,2010,12,15
50533,1,24e,2010,12,16
50534,1,24e,2010,12,23
50535,1,24e,2011,01,11
50536,1,24e,2011,01,15
50537,1,24e,2011,01,3
50538,1,24e,2011,01,4
50539,1,24e,2011,01,8
50540,1,24e,2011,02,0
50541,1,24e,2011,02,10
50542,1,24e,2011,02,21
50543,1,24e,2011,02,22
50544,1,24e,2011,03,11
50545,1,24e,2011,03,12
50546,1,24e,2011,03,13
50547,1,24e,2011,04,0
50548,2,24e,2011,04,20
50549,1,24e,2011,04,23
50550,1,24e,2011,04,9
50551,1,24e,2011,05,11
50552,1,24e,2011,05,12
50553,1,24e,2011,05,13
50554,1,24e,2011,05,15
50555,1,24e,2011,05,19
50556,1,24e,2011,05,21
50557,1,24e,2011,05,3
50558,1,24e,2011,06,0
50559,1,24e,2011,06,18
50560,1,24e,2011,06,20
50561,1,24e,2011,06,21
50562,1,24e,2011,06,23
50563,1,24e,2011,07,16
50564,1,24e,2011,07,17
50565,3,24e,2011,07,18
50566,1,24e,2011,08,0
50567,1,24e,2011,08,22
50568,1,24e,2011,08,5
50569,1,24e,2011,09,11
50570,1,24e,2011,09,23
50571,1,24e,2011,10,10
50572,1,24e,2011,10,14
50573,1,24e,2011,10,15
50574,1,24e,2011,10,23
50575,1,24e,2011,10,4
50576,1,24e,2011,10,8
50577,1,24e,2011,10,9
50578,1,24e,2011,11,12
50579,1,24e,2011,11,22
50580,1,24e,2011,11,6
50581,1,24e,2011,12,10
50582,1,24e,2011,12,2
50583,1,24e,2011,12,20
50584,1,24e,2011,12,22
50585,4,24e,2011,12,23
50586,1,24e,2011,12,5
50587,1,24e,2011,12,9
50588,3,24e,2012,01,0
50589,1,24e,2012,01,11
50590,1,24e,2012,01,18
50591,1,24e,2012,01,20
50592,1,24e,2012,01,9
50593,1,24e,2012,02,17
50594,1,24e,2012,02,23
50595,1,24e,2012,02,8
50596,1,24e,2012,03,11
50597,1,24e,2012,03,17
50598,1,24e,2012,03,18
50599,1,24e,2012,03,8
50600,1,24e,2012,04,0
50601,2,24e,2012,04,9
50602,1,24e,2012,05,0
50603,1,24e,2012,05,19
50604,1,24e,2012,06,0
50605,2,24e,2012,06,14
50606,1,24e,2012,06,16
50607,1,24e,2012,06,21
50608,2,24e,2012,07,0
50609,2,24e,2012,07,12
50610,2,24e,2012,07,14
50611,1,24e,2012,07,18
50612,1,24e,2012,07,2
50613,1,24e,2012,08,12
50614,2,24e,2012,08,15
50615,1,24e,2012,09,12
50616,1,24e,2012,09,17
50617,1,24e,2012,09,18
50618,1,24e,2012,09,22
50619,1,24e,2012,09,8
50620,1,24e,2012,10,18
50621,1,24e,2012,10,19
50622,1,24e,2012,10,20
50623,1,24e,2012,10,21
50624,1,24e,2012,11,10
50625,1,24e,2012,11,12
50626,1,24e,2012,11,15
50627,1,24e,2012,11,18
50628,1,24e,2012,11,22
50629,1,24e,2012,11,7
50630,1,24e,2012,12,14
50631,1,24e,2012,12,8
50632,1,24e,2013,01,11
50633,1,24e,2013,01,23
50634,1,24e,2013,01,4
50635,1,24e,2013,01,7
50636,1,24e,2013,01,9
50637,1,24e,2013,02,12
50638,1,24e,2013,02,6
50639,1,24e,2013,03,9
50640,1,24e,2013,04,0
50641,2,24e,2013,04,10
50642,1,24e,2013,04,20
50643,1,24e,2013,05,13
50644,1,24e,2013,05,16
50645,1,24e,2013,05,17
50646,1,24e,2013,05,18
50647,1,24e,2013,05,22
50648,1,24e,2013,05,23
50649,2,24e,2013,05,9
50650,2,24e,2013,06,10
50651,1,24e,2013,06,11
50652,3,24e,2013,06,12
50653,3,24e,2013,06,13
50654,1,24e,2013,06,14
50655,1,24e,2013,06,15
50656,1,24e,2013,06,16
50657,1,24e,2013,06,19
50658,1,24e,2013,06,21
50659,2,24e,2013,06,22
50660,1,24e,2013,06,9
50661,3,24e,2013,07,10
50662,2,24e,2013,07,11
50663,2,24e,2013,07,14
50664,1,24e,2013,07,17
50665,1,24e,2013,07,18
50666,1,24e,2013,07,20
50667,2,24e,2013,07,22
50668,1,24e,2013,07,23
50669,1,24e,2013,07,8
50670,5,24e,2013,07,9
50671,1,24e,2013,08,1
50672,2,24e,2013,08,11
50673,2,24e,2013,08,13
50674,2,24e,2013,08,15
50675,1,24e,2013,08,17
50676,1,24e,2013,08,22
50677,2,24e,2013,08,23
50678,1,24e,2013,08,7
50679,3,24e,2013,08,8
50680,3,24e,2013,08,9
50681,1,24e,2013,09,10
50682,3,24e,2013,09,11
50683,3,24e,2013,09,15
50684,5,24e,2013,09,16
50685,3,24e,2013,09,17
50686,2,24e,2013,09,18
50687,1,24e,2013,09,19
50688,1,24e,2013,09,21
50689,1,24e,2013,09,23
50690,1,24e,2013,09,5
50691,1,24e,2013,09,6
50692,2,24e,2013,09,7
50693,2,24e,2013,09,8
50694,2,24e,2013,09,9
50695,3,24e,2013,10,10
50696,1,24e,2013,10,11
50697,2,24e,2013,10,12
50698,1,24e,2013,10,13
50699,1,24e,2013,10,14
50700,1,24e,2013,10,15
50701,2,24e,2013,10,16
50702,3,24e,2013,10,17
50703,1,24e,2013,10,18
50704,1,24e,2013,10,21
50705,2,24e,2013,10,4
50706,1,24e,2013,10,6
50707,1,24e,2013,10,7
50708,1,24e,2013,10,8
50709,2,24e,2013,10,9
50710,1,24e,2013,11,13
50711,1,24e,2013,11,14
50712,1,24e,2013,11,15
50713,1,24e,2013,11,16
50714,1,24e,2013,11,17
50715,2,24e,2013,11,20
50716,1,24e,2013,11,4
50717,1,24e,2013,12,1
50718,1,24e,2013,12,10
50719,2,24e,2013,12,13
50720,4,24e,2013,12,14
50721,3,24e,2013,12,15
50722,3,24e,2013,12,16
50723,1,24e,2013,12,18
50724,1,24e,2013,12,19
50725,1,24e,2013,12,22
50726,1,24e,2013,12,23
50727,1,24e,2014,01,0
50728,1,24e,2014,01,11
50729,1,24e,2014,01,12
50730,1,24e,2014,01,14
50731,1,24e,2014,01,15
50732,1,24e,2014,01,19
50733,1,24e,2014,01,20
50734,1,24e,2014,01,21
50735,1,24e,2014,01,4
50736,1,24e,2014,01,8
50737,2,24e,2014,01,9
50738,2,24e,2014,02,11
50739,1,24e,2014,02,14
50740,2,24e,2014,02,15
50741,2,24e,2014,02,16
50742,1,24e,2014,02,20
50743,1,24e,2014,02,4
50744,2,24e,2014,02,9
50745,1,24e,2014,03,10
50746,1,24e,2014,03,11
50747,3,24e,2014,03,13
50748,1,24e,2014,03,14
50749,2,24e,2014,03,15
50750,1,24e,2014,03,16
50751,1,24e,2014,03,17
50752,2,24e,2014,03,18
50753,2,24e,2014,03,21
50754,1,24e,2014,03,5
50755,1,24e,2014,03,7
50756,3,24e,2014,04,10
50757,1,24e,2014,05,13
50758,1,24e,2014,05,15
50759,2,24e,2014,05,16
50760,1,24e,2014,05,19
50761,1,24e,2014,05,21
50762,1,24e,2014,05,8
50763,2,24e,2014,06,10
50764,1,24e,2014,06,11
50765,1,24e,2014,06,13
50766,1,24e,2014,06,15
50767,2,24e,2014,06,17
50768,1,24e,2014,06,7
50769,1,24e,2014,06,8
50770,2,24e,2014,07,0
50771,1,24e,2014,07,10
50772,1,24e,2014,07,11
50773,1,24e,2014,07,14
50774,1,24e,2014,07,16
50775,2,24e,2014,07,17
50776,1,24e,2014,07,20
50777,1,24e,2014,07,9
50778,1,24e,2014,08,1
50779,3,24e,2014,08,11
50780,1,24e,2014,08,12
50781,1,24e,2014,08,14
50782,1,24e,2014,08,17
50783,1,24e,2014,08,2
50784,1,24e,2014,08,9
50785,2,24e,2014,09,11
50786,1,24e,2014,09,15
50787,1,24e,2014,09,17
50788,1,24e,2014,09,21
50789,1,24e,2014,10,1
50790,1,24e,2014,10,12
50791,1,24e,2014,10,19
50792,1,24e,2014,10,22
50793,1,24e,2014,10,8
50794,1,24e,2014,11,13
50795,3,24e,2014,11,15
50796,1,24e,2014,11,20
50797,1,24e,2014,11,7
50798,1,24e,2014,11,8
50799,3,24e,2014,11,9
50800,3,24e,2014,12,14
50801,2,24e,2014,12,15
50802,1,24e,2014,12,16
50803,1,24e,2014,12,17
50804,1,24e,2014,12,18
50805,2,24e,2014,12,8
50806,2,24e,2014,12,9
50807,2,24e,2015,01,0
50808,1,24e,2015,01,1
50809,1,24e,2015,01,10
50810,1,24e,2015,01,11
50811,2,24e,2015,01,12
50812,1,24e,2015,01,14
50813,1,24e,2015,01,16
50814,1,24e,2015,01,18
50815,1,24e,2015,01,22
50816,1,24e,2015,01,23
50817,1,24e,2015,01,6
50818,1,24e,2015,02,0
50819,1,24e,2015,02,11
50820,1,24e,2015,02,13
50821,1,24e,2015,02,14
50822,1,24e,2015,02,15
50823,4,24e,2015,02,16
50824,1,24e,2015,02,18
50825,1,24e,2015,02,19
50826,2,24e,2015,02,2
50827,1,24e,2015,02,3
50828,1,24e,2015,02,7
50829,1,24e,2015,02,9
50830,2,24e,2015,03,10
50831,1,24e,2015,03,13
50832,1,24e,2015,03,18
50833,1,24e,2015,03,2
50834,1,24e,2015,03,20
50835,1,24e,2015,03,7
50836,1,24e,2015,04,0
50837,1,24e,2015,04,10
50838,1,24e,2015,04,13
50839,1,24e,2015,04,17
50840,1,24e,2015,04,19
50841,1,24e,2015,04,21
50842,1,24e,2015,04,7
50843,1,24e,2015,05,10
50844,1,24e,2015,05,4
50845,1,24e,2015,06,15
50846,1,24e,2015,06,18
50847,3,24e,2015,06,20
50848,1,24e,2015,07,0
50849,1,24e,2015,07,12
50850,1,24e,2015,07,14
50851,1,24e,2015,07,16
50852,1,24e,2015,07,21
50853,1,24e,2015,07,6
50854,1,24e,2015,08,10
50855,1,24e,2015,08,16
50856,1,24e,2015,08,18
50857,2,24e,2015,08,23
50858,1,24e,2015,08,9
50859,1,24e,2015,09,12
50860,1,24e,2015,09,21
50861,1,24e,2015,10,0
50862,1,24e,2015,10,10
50863,3,24e,2015,10,12
50864,1,24e,2015,10,18
50865,1,24e,2015,10,21
50866,1,24e,2015,10,23
50867,1,24e,2015,10,3
50868,1,24e,2015,11,13
50869,1,24e,2015,11,15
50870,1,24e,2015,11,19
50871,6,24e,2015,12,12
50872,1,24e,2015,12,18
50873,1,24e,2015,12,19
50874,2,24e,2015,12,20
50875,1,24e,2016,01,0
50876,4,24e,2016,01,1
50877,1,24e,2016,01,10
50878,1,24e,2016,01,11
50879,1,24e,2016,01,2
50880,1,24e,2016,01,21
50881,3,24e,2016,01,3
50882,1,24e,2016,01,4
50883,1,24e,2016,01,6
50884,1,24e,2016,01,7
50885,1,24e,2016,01,9
50886,2,24e,2016,02,12
50887,1,24e,2016,03,1
50888,1,24e,2016,03,11
50889,2,24e,2016,03,14
50890,1,24e,2016,03,18
50891,1,24e,2016,04,14
50892,1,24e,2016,04,19
50893,1,24e,2016,05,11
50894,1,24e,2016,05,14
50895,1,24e,2016,05,15
50896,1,24e,2016,05,16
50897,1,24e,2016,05,21
50898,1,24e,2016,05,22
50899,2,24e,2016,05,8
50900,1,24e,2016,06,10
50901,1,24e,2016,06,13
50902,1,24e,2016,06,16
50903,1,24e,2016,07,12
50904,1,24e,2016,07,18
50905,1,24e,2016,07,19
50906,1,24e,2016,07,21
50907,1,24e,2016,07,3
50908,1,24e,2016,07,6
50909,1,24e,2016,08,1
50910,1,24e,2016,08,11
50911,1,24e,2016,08,15
50912,3,24e,2016,08,22
50913,1,24e,2016,09,12
50914,1,24e,2016,09,14
50915,1,24e,2016,09,15
50916,1,24e,2016,09,16
50917,1,24e,2016,09,18
50918,1,24e,2016,09,4
50919,1,24e,2016,10,17
50920,1,24e,2016,10,20
50921,1,24e,2016,10,22
50922,1,24e,2016,10,9
50923,1,24e,2016,11,14
50924,1,24e,2016,11,16
50925,1,24e,2016,11,19
50926,2,24e,2016,11,20
50927,1,24e,2016,11,21
50928,3,24e,2016,11,22
50929,1,24e,2016,11,4
50930,2,24e,2016,12,10
50931,1,24e,2016,12,11
50932,1,24e,2016,12,15
50933,1,24e,2016,12,17
50934,3,24e,2016,12,20
50935,1,24e,2016,12,22
50936,2,24e,2016,12,23
50937,1,24e,2016,12,5
50938,2,24e,2017,01,19
50939,1,24e,2017,01,2
50940,1,24e,2017,01,21
50941,1,24e,2017,01,3
50942,1,24e,2017,02,12
50943,1,24e,2017,02,13
50944,1,24e,2017,02,15
50945,3,24e,2017,02,16
50946,1,24e,2017,02,22
50947,2,25a,2005,04,17
50948,1,25a,2005,05,12
50949,1,25a,2005,05,14
50950,1,25a,2005,06,22
50951,1,25a,2005,08,11
50952,1,25a,2005,09,19
50953,1,25a,2005,09,21
50954,1,25a,2005,09,8
50955,1,25a,2005,10,10
50956,1,25a,2005,10,19
50957,1,25a,2005,10,21
50958,1,25a,2005,10,8
50959,1,25a,2005,11,21
50960,1,25a,2006,01,0
50961,1,25a,2006,01,12
50962,1,25a,2006,01,21
50963,1,25a,2006,02,19
50964,1,25a,2006,02,21
50965,1,25a,2006,02,22
50966,1,25a,2006,05,13
50967,1,25a,2006,05,14
50968,1,25a,2006,05,16
50969,1,25a,2006,05,18
50970,1,25a,2006,05,19
50971,1,25a,2006,05,21
50972,1,25a,2006,06,10
50973,1,25a,2006,06,16
50974,2,25a,2006,06,19
50975,2,25a,2006,07,16
50976,2,25a,2006,07,21
50977,2,25a,2006,08,15
50978,2,25a,2006,08,7
50979,1,25a,2006,09,16
50980,1,25a,2006,10,14
50981,1,25a,2006,10,19
50982,1,25a,2006,10,2
50983,1,25a,2006,10,8
50984,1,25a,2006,11,13
50985,1,25a,2006,11,8
50986,1,25a,2006,12,17
50987,1,25a,2006,12,9
50988,1,25a,2007,01,11
50989,1,25a,2007,01,15
50990,1,25a,2007,01,20
50991,1,25a,2007,01,4
50992,1,25a,2007,01,8
50993,1,25a,2007,02,11
50994,1,25a,2007,02,13
50995,2,25a,2007,02,19
50996,1,25a,2007,02,22
50997,1,25a,2007,03,10
50998,1,25a,2007,03,12
50999,2,25a,2007,03,14
51000,2,25a,2007,03,21
51001,1,25a,2007,04,10
51002,2,25a,2007,04,16
51003,1,25a,2007,04,21
51004,1,25a,2007,04,22
51005,2,25a,2007,04,9
51006,1,25a,2007,05,14
51007,1,25a,2007,06,2
51008,1,25a,2007,07,0
51009,1,25a,2007,07,2
51010,1,25a,2007,09,1
51011,1,25a,2007,09,10
51012,1,25a,2007,09,4
51013,1,25a,2007,10,11
51014,1,25a,2007,10,13
